Date,DWPC,HCLD,LCLD,MCLD,PRCP,PRES,TMPC,UWND,VWND,WSPD
6/4/2014,22.8,85,16,0,9.55,976.4,26.24,4.5,-1.8,4.846648326
6/5/2014,19.53,23,32,0,0.62,978.4,20.74,-1.6,-4.9,5.154609588
6/5/2014,13.96,0,84,0,0.09,981.3,15.44,-3.5,-3.5,4.949747468
6/5/2014,12.83,0,18,0,0,982.9,14.34,-3.1,-3,4.313930922
6/5/2014,13.23,0,31,0,0,983.4,14.94,-2.9,-2.5,3.828837944
6/5/2014,11.84,0,0,0,0,983.8,13.54,-3.1,-1.8,3.584689666
6/5/2014,11.96,0,0,0,0,985.2,14.24,-3.6,-2.2,4.219004622
6/5/2014,13.09,7,0,0,0,985.6,19.24,-4.7,-0.9,4.785394446
6/5/2014,13.28,33,0,0,0,986.2,22.94,-3.2,0.7,3.275667871
6/5/2014,13.59,94,0,0,0,985.1,22.74,-3.3,-0.9,3.420526275
6/6/2014,15.24,100,0,0,0,986,20.54,-1.5,0.9,1.749285568
6/6/2014,11.86,97,0,0,0,986.6,16.44,-2.5,0.6,2.570992026
6/6/2014,10.61,3,0,0,0,986.5,13.84,-1.2,1.4,1.843908891
6/6/2014,12.88,4,0,0,0,987,14.74,-2.4,-0.9,2.563201124
6/6/2014,12.62,20,0,0,0,987,13.74,-2.5,0.8,2.62488095
6/6/2014,13.34,18,0,0,0,988,15.24,-2,0.4,2.039607805
6/6/2014,15.81,0,0,0,0,988.2,21.24,-2,0.6,2.088061302
6/6/2014,15.96,0,0,0,0,987.5,24.74,-2.1,0.4,2.137755833
6/6/2014,16.31,0,0,0,0,987.2,25.64,-1.2,1,1.562049935
6/7/2014,17.7,0,0,0,0,987.4,22.94,-2,0.4,2.039607805
6/7/2014,15.11,0,0,0,0,988.5,18.04,-2.5,0.7,2.596150997
6/7/2014,14.25,0,0,0,0,988.4,17.64,-1.8,1.2,2.163330765
6/7/2014,13.89,0,0,0,0,988.3,16.14,-2.5,0.9,2.657066051
6/7/2014,14.37,18,0,0,0,988.2,16.34,-1.8,1.3,2.220360331
6/7/2014,15.21,98,0,0,0,988.6,17.54,-2,1.5,2.5
6/7/2014,16.75,96,0,0,0,988.9,23.04,-2,1.9,2.758622845
6/7/2014,16.5,92,0,0,0,986.5,26.14,-3.2,2.8,4.252058325
6/7/2014,17.11,89,0,0,0,984.7,26.64,-2.7,3.2,4.186884283
6/8/2014,18.84,95,0,44,0.27,983.6,22.64,-1.6,1.9,2.48394847
6/8/2014,18.33,99,32,87,2,983.5,19.44,-3,1.9,3.551056181
6/8/2014,17.25,52,99,12,0,975.2,17.84,2.5,-4.3,4.973932046
6/8/2014,18.11,95,44,65,3.27,981.6,18.64,-3.7,1.3,3.92173431
6/8/2014,14.7,1,36,1,0.03,979.8,15.84,2.5,-6.7,7.151223672
6/8/2014,16.56,9,3,0,0,986.8,20.44,2.2,-3.4,4.049691346
6/8/2014,16.69,7,7,0,0.06,987.9,23.14,1.5,-3.8,4.085339643
6/8/2014,16.44,49,0,0,0.07,987.2,23.74,-0.3,-3.2,3.214031736
6/9/2014,17.07,67,0,0,0.02,987.8,20.94,-2,-2.2,2.973213749
6/9/2014,13.2,97,5,0,0,989,15.84,-2.3,-2.7,3.54682957
6/9/2014,8.69,95,1,0,0,989.9,12.84,-1.9,-1.7,2.549509757
6/9/2014,9.34,99,0,6,0,988.1,12.44,-1.9,-2.2,2.906888371
6/9/2014,9.78,99,0,18,0,986.7,12.24,-2.8,-1.1,3.008321791
6/9/2014,12.5,89,0,0,0,986.7,14.24,-2.8,-1.4,3.130495168
6/9/2014,17.06,59,1,2,0.03,986.3,21.44,-2.8,0.4,2.828427125
6/9/2014,16.64,79,9,0,1.43,985.7,23.44,-3.5,0.2,3.505709629
6/9/2014,15.63,85,2,0,0.13,983.9,24.54,-3.8,-0.2,3.805259518
6/10/2014,16.86,75,8,0,0,983.7,21.74,-2.7,-0.8,2.816025568
6/10/2014,15.18,82,0,0,0,984.7,17.04,-2.8,-1.8,3.328663395
6/10/2014,13.87,74,0,0,0,984.7,14.74,-2.4,-0.7,2.5
6/10/2014,15.61,100,2,98,0,982.9,17.14,-3.8,0.1,3.801315562
6/10/2014,15.93,99,32,100,11.05,981.3,16.54,-3.9,-2.2,4.477722635
6/10/2014,16.1,93,100,66,9.51,980.4,16.54,-5,-0.8,5.06359556
6/10/2014,18.54,72,90,3,1.38,980.3,19.64,-3.4,2.8,4.404543109
6/10/2014,19.71,96,58,83,0.52,980.2,22.24,-2.5,3.9,4.632493929
6/10/2014,19.73,97,11,1,0.69,978.8,24.04,-2.4,2.7,3.612478374
6/11/2014,19.98,99,1,1,2.48,978.9,21.54,-1.7,1.5,2.26715681
6/11/2014,17.89,91,1,1,3.14,978.8,18.34,0.3,2.1,2.121320344
6/11/2014,16.9,57,1,1,0.45,978.3,17.24,0.8,2.1,2.247220505
6/11/2014,17.75,70,49,2,0,977.6,18.14,-2.1,0,2.1
6/11/2014,16.94,1,61,0,0.04,976.9,17.24,-0.1,1.7,1.702938637
6/11/2014,16.96,1,35,0,0.01,977.9,17.64,0.2,2.5,2.507987241
6/11/2014,17.98,1,82,0,0.16,978.9,20.04,0.6,2.1,2.184032967
6/11/2014,18.88,13,60,0,0.64,978.7,23.14,1.3,1.9,2.302172887
6/11/2014,19.31,0,74,0,1.33,978.7,22.94,1.6,0.2,1.61245155
6/12/2014,19.65,0,90,0,0.78,979.3,21.34,0.1,-1.4,1.403566885
6/12/2014,17.62,0,30,0,0,980.7,18.14,0.3,-1.7,1.72626765
6/12/2014,14.92,26,0,0,0,980.5,15.44,1.9,-1.1,2.19544984
6/12/2014,16.97,0,56,0,0,981.1,17.34,0.9,-2.2,2.376972865
6/12/2014,13.01,0,0,0,0,980.7,13.34,0.3,-0.8,0.854400375
6/12/2014,15.54,74,0,0,0,982.1,16.84,1.2,0.2,1.216552506
6/12/2014,18.12,98,0,0,0,982.9,22.44,1.8,0.7,1.931320792
6/12/2014,18.7,96,0,0,0,982.6,25.74,3.3,1.2,3.511409973
6/12/2014,19.05,98,4,0,0.04,981.2,26.44,3.1,0.3,3.1144823
6/13/2014,20.15,100,2,2,2.07,981.6,21.84,3,-2.4,3.841874542
6/13/2014,17.97,99,2,88,5.2,983.9,18.54,1,-4,4.123105626
6/13/2014,14.9,99,0,36,0.21,984.7,15.74,0.2,-3.9,3.905124838
6/13/2014,14.93,87,14,24,0,985.8,15.94,1.6,-2.9,3.312099032
6/13/2014,12.08,3,6,50,0,986.6,12.94,0.8,-3.7,3.785498646
6/13/2014,8.65,0,0,0,0,990.1,16.54,-0.1,-4.4,4.401136217
6/13/2014,8.97,0,0,0,0,990.3,19.74,0.5,-3.8,3.832753579
6/13/2014,9.6,0,0,0,0,990,20.64,0.7,-3.1,3.178049716
6/14/2014,12.55,0,0,0,0,989.7,18.64,-0.1,-1.6,1.603121954
6/14/2014,9.3,42,0,0,0,991,11.44,-1,-0.6,1.166190379
6/14/2014,9.52,70,0,0,0,991.3,12.54,-2.2,0,2.2
6/14/2014,8.61,82,0,0,0,991.5,12.14,-2,1.2,2.332380758
6/14/2014,9.34,13,0,0,0,991.2,10.94,-2.1,1.4,2.523885893
6/14/2014,11.6,14,0,0,0,992.8,18.84,-2,2.4,3.12409987
6/14/2014,10.94,16,0,0,0,992,21.84,-2.3,3.4,4.10487515
6/14/2014,12.02,54,0,0,0,990.2,22.44,-1.4,3.8,4.049691346
6/15/2014,14.34,40,0,0,0,988.6,19.44,-1.8,2.3,2.920616373
6/15/2014,12.34,42,0,0,0,988.9,14.94,-2.4,3.3,4.080441153
6/15/2014,11.74,82,0,0,0,989.3,13.84,-1.3,2.9,3.178049716
6/15/2014,10.6,22,0,0,0,988.6,13.14,-2,3.2,3.773592453
6/15/2014,9.86,4,0,0,0,988.6,11.94,-1.6,2.8,3.224903099
6/15/2014,10.85,0,0,0,0,988.3,13.64,-1.7,3.4,3.801315562
6/15/2014,14.88,0,0,0,0,988.1,20.94,-1.7,4.8,5.092150823
6/15/2014,17.89,44,0,0,0,987.3,26.34,-0.1,6.7,6.700746227
6/15/2014,20.53,99,0,1,0,985.2,27.14,1.2,5.3,5.434151268
6/16/2014,22.15,97,2,29,0.59,985.4,24.74,0.3,3.6,3.612478374
6/16/2014,21.05,99,0,94,2.68,986.9,21.94,0.5,3.6,3.634556369
6/16/2014,20.11,97,3,0,0,987.9,20.54,1.6,2.3,2.801785145
6/16/2014,20.61,99,0,76,7.37,986.9,21.44,1.6,3.7,4.031128874
6/16/2014,19.7,97,4,1,0.11,988.2,20.04,2.5,1.5,2.915475947
6/16/2014,21.87,72,58,0,0.02,990.6,24.54,0.2,1.5,1.513274595
6/16/2014,22.48,2,10,0,0.09,989.8,28.64,0.4,2.2,2.236067977
6/16/2014,22.96,25,5,0,0.14,989,29.24,1.3,3.7,3.92173431
6/17/2014,22.54,42,0,0,0,988.7,23.54,-0.3,3.6,3.612478374
6/17/2014,19.56,67,0,0,0,988.7,21.74,0.7,3.9,3.962322551
6/17/2014,20.74,20,0,0,0,988.7,22.34,1,4.2,4.317406629
6/17/2014,19.22,99,0,5,0,988.2,20.84,1.6,3.5,3.848376281
6/17/2014,20.23,99,0,15,0,988.6,21.74,1,4.1,4.220189569
6/17/2014,21.74,84,0,54,0,988.8,25.24,3.3,5.2,6.158733636
6/17/2014,22.86,0,0,0,0,987.1,29.54,3.4,5.7,6.637017402
6/17/2014,23.13,18,0,0,0,986.1,30.04,2.9,5.8,6.484597135
6/18/2014,23.62,92,0,0,0,985.6,27.44,0.9,4.7,4.785394446
6/18/2014,21.79,27,0,0,0,986.7,24.94,1.5,5.3,5.508175742
6/18/2014,20.42,51,0,0,0,987.4,23.04,2.5,4,4.716990566
6/18/2014,20.58,73,0,0,0,988.3,22.74,1.5,3.6,3.9
6/18/2014,20.34,2,0,0,0,988.2,21.54,1.7,2.9,3.361547263
6/18/2014,20.73,0,0,0,0,988.2,22.44,2,3.4,3.944616585
6/18/2014,22.42,0,0,0,0,988.6,27.44,2.2,3.5,4.134005322
6/18/2014,22.57,2,0,0,0,988,30.14,2.9,4.3,5.186520992
6/18/2014,22.92,12,1,0,0.03,986.6,30.74,2.3,4.7,5.232590181
6/19/2014,24.11,36,9,0,0,986.9,28.34,0.9,3.2,3.324154028
6/19/2014,22.34,42,0,0,0,988,24.14,-0.3,2.7,2.716615541
6/19/2014,21.4,98,0,0,7.75,989.3,22.24,1.2,1.1,1.62788206
6/19/2014,21.1,1,0,0,0,987.4,22.94,1.4,2.7,3.041381265
6/19/2014,20.79,44,0,0,1.83,988.1,21.44,1.8,2.3,2.920616373
6/19/2014,21.53,68,0,0,0,988.7,22.54,2.7,2.2,3.482814953
6/19/2014,23.29,26,0,0,0.75,989.1,27.64,2.2,1.6,2.720294102
6/19/2014,22.43,66,0,0,3.66,990.5,29.74,2,1.4,2.441311123
6/19/2014,22.59,77,0,0,0.02,988.4,30.44,2.2,2.2,3.111269837
6/20/2014,23.64,65,0,0,0.16,988.6,28.34,1.1,1.5,1.860107524
6/20/2014,21.86,74,0,0,0,989.1,24.04,1.2,2,2.332380758
6/20/2014,21.48,96,0,44,0,988.2,22.74,0.8,2.1,2.247220505
6/20/2014,20.81,72,0,0,0,988.7,21.74,1.1,1,1.486606875
6/20/2014,20.44,85,0,63,4.58,987.8,21.04,0.6,1.1,1.252996409
6/20/2014,20.85,93,0,71,1.54,987.8,21.94,0.5,2.1,2.158703314
6/20/2014,22.64,92,28,14,0.68,987.1,26.34,2.1,3,3.661966685
6/20/2014,22.52,98,0,0,0.43,986.1,28.24,3.8,2,4.294182111
6/20/2014,22.89,92,1,0,0.73,985.2,28.24,3.8,-0.6,3.847076812
6/21/2014,22.85,68,1,0,0.07,985.4,26.64,2.6,-1,2.785677655
6/21/2014,20.02,29,0,0,0,986.1,21.54,2.2,-1.6,2.720294102
6/21/2014,17.78,24,0,0,0,987,19.44,0.9,-1.8,2.01246118
6/21/2014,18.27,13,0,0,0,986.6,19.54,1.9,-1.9,2.687005769
6/21/2014,17.13,50,0,0,0,986.3,18.04,-0.6,-1.4,1.523154621
6/21/2014,18.77,16,0,0,0,988.1,20.84,-0.8,-1,1.280624847
6/21/2014,21.31,76,0,0,0,988.1,26.64,-0.4,-0.2,0.447213595
6/21/2014,20.42,98,0,0,0,987.9,29.24,0.8,-0.2,0.824621125
6/21/2014,19.44,98,0,0,0,986.3,28.94,1,-0.3,1.044030651
6/22/2014,20.96,94,0,72,0,985.2,26.94,-0.6,1.3,1.431782106
6/22/2014,17.51,83,0,44,0,986.3,21.14,0.1,1.6,1.603121954
6/22/2014,17.76,83,0,2,0,986.2,21.04,-0.9,2.1,2.284731932
6/22/2014,17.37,98,0,0,1.1,985,18.14,-0.4,0.3,0.5
6/22/2014,20.01,82,0,0,2.59,986,21.94,0.4,1.3,1.360147051
6/22/2014,21.93,81,0,1,0.91,985.4,25.54,-0.1,1.7,1.702938637
6/22/2014,21.2,79,0,0,0.34,984.1,28.94,1.8,1.2,2.163330765
6/23/2014,22.84,77,0,0,0.5,983.7,27.74,0.1,0.9,0.905538514
6/23/2014,20.04,65,0,0,0.84,984.6,22.14,-0.1,1.7,1.702938637
6/23/2014,19.88,79,0,0,1.17,983.9,21.24,-0.6,2,2.088061302
6/23/2014,20.11,95,0,60,0,983.9,21.54,1.7,0.6,1.802775638
6/23/2014,19.46,83,0,4,0,983.6,20.54,0.2,2.3,2.308679276
6/23/2014,20.25,81,0,0,2.51,984.7,21.04,1.4,2,2.441311123
6/23/2014,22.26,83,0,0,0.66,984.6,25.84,1,3.5,3.640054945
6/23/2014,20.96,99,0,0,0.13,985.2,28.94,2.7,3.4,4.341658669
6/23/2014,22.03,99,0,0,0.17,983.7,28.94,2.5,2.6,3.606937759
6/24/2014,23.01,97,2,0,0.53,984.1,26.44,1.5,2.2,2.662705391
6/24/2014,21.08,93,0,1,4.65,984.7,22.04,2,1.5,2.5
6/24/2014,19.85,85,0,3,1.52,984.6,20.74,0.8,1.4,1.61245155
6/24/2014,19.99,76,0,44,0,984.1,20.84,1,1,1.414213562
6/24/2014,19.69,93,0,89,1.15,983.2,20.44,-0.2,1.2,1.216552506
6/24/2014,19.98,99,2,51,2.17,983.1,20.74,-2.5,0.1,2.501999201
6/24/2014,21.19,99,43,44,4.88,982.9,22.84,-2.5,2.1,3.264965543
6/24/2014,21.54,99,41,68,7.98,983,22.54,-2.5,1.5,2.915475947
6/24/2014,21.25,99,98,97,13.68,982.1,21.84,-1.5,-1.3,1.984943324
6/25/2014,21.38,99,80,1,1.36,982.8,21.94,0.2,-3,3.006659276
6/25/2014,19.63,62,5,0,2.22,984.5,20.14,2,-2.5,3.201562119
6/25/2014,18.37,38,1,0,0.25,985.3,18.84,1.7,-2.5,3.023243292
6/25/2014,17.9,1,0,0,0,985.9,18.64,1.6,-1.8,2.408318916
6/25/2014,16.96,3,0,0,0,986.1,17.54,1.3,-1.8,2.220360331
6/25/2014,17.51,7,0,0,0,987.2,18.74,1.7,-1.2,2.080865205
6/25/2014,19.3,0,0,0,0,987.9,24.24,2,-1.5,2.5
6/25/2014,19.05,2,0,0,0.02,988,27.04,1.9,-1.9,2.687005769
6/25/2014,19.12,54,1,0,0.46,988,26.64,2.6,-1.5,3.001666204
6/26/2014,16.42,34,0,0,0,988.9,17.54,-0.5,-0.9,1.029563014
6/26/2014,17.35,32,0,0,0,989.1,18.54,-1.7,-0.5,1.772004515
6/26/2014,15.42,24,0,0,0,989.7,16.74,-0.6,-1,1.166190379
6/26/2014,15.21,45,0,0,0,988.7,16.24,-1.3,0.1,1.303840481
6/26/2014,17.82,77,0,0,0,989.9,19.84,-1.1,-0.1,1.104536102
6/26/2014,20.02,53,1,0,0,990.4,24.94,-1.3,-0.4,1.360147051
6/26/2014,19.62,5,0,0,0.36,987.8,27.44,-1.5,0.1,1.503329638
6/27/2014,20.88,15,0,0,0.01,987.3,25.54,-1.5,0.8,1.7
6/27/2014,18.22,41,0,0,0.01,988.5,20.64,-2.7,0.2,2.707397274
6/27/2014,17.67,59,0,0,0,988.6,18.94,-2.9,0.2,2.906888371
6/27/2014,17.1,21,0,0,0,988.6,19.64,-1.7,1.8,2.475883681
6/27/2014,17.14,40,0,0,0,988.7,18.44,-1.3,2,2.385372088
6/27/2014,18.12,36,0,0,0,988.8,19.64,-1.4,2,2.441311123
6/27/2014,20.11,48,0,0,0,989.1,25.24,-1.4,2.8,3.130495168
6/27/2014,19.67,38,0,0,0,989.1,28.14,-0.9,3.3,3.420526275
6/27/2014,19.67,27,0,0,0,987.3,28.54,-1.6,3.3,3.667424164
6/28/2014,21.58,11,0,0,0,987.1,25.94,-1.5,2.3,2.745906044
6/28/2014,19.56,1,0,0,0,988.3,21.94,-1.3,2.8,3.087069808
6/28/2014,19.21,7,0,6,0.06,988.2,20.74,-0.5,2.7,2.745906044
6/28/2014,19.9,54,0,27,0.01,988.4,20.24,-0.5,2.7,2.745906044
6/28/2014,20.03,74,2,31,0.03,988.8,21.14,-0.2,3.4,3.405877273
6/28/2014,20.82,3,24,3,0.03,989.9,24.34,0.8,3.8,3.883297568
6/28/2014,21.81,1,56,1,1.07,989.6,26.04,0.1,4.2,4.201190308
6/28/2014,22.61,20,73,0,1.69,988.4,25.64,-0.1,4.8,4.801041554
6/29/2014,22.65,26,31,0,0.62,987.5,24.74,-0.8,3.7,3.785498646
6/29/2014,21.63,60,2,0,0,988.9,22.34,-0.3,4,4.011234224
6/29/2014,21.31,40,26,30,0,988.4,21.94,0.6,4.3,4.341658669
6/29/2014,20.59,96,0,0,0,987.7,21.74,1.2,3.9,4.080441153
6/29/2014,19.71,99,0,4,0.07,986.6,21.24,0.5,3.7,3.733630941
6/29/2014,20.99,95,22,0,1.46,986.6,21.54,0.9,3.9,4.002499219
6/29/2014,22.11,91,90,1,0.12,987.3,23.74,2.4,3.8,4.494441011
6/29/2014,23.4,62,24,0,0.19,986.3,28.44,2.2,3.2,3.883297568
6/30/2014,23.88,58,2,0,0.04,985.1,26.54,1.1,3.1,3.289376841
6/30/2014,22.94,7,0,0,0,985.4,23.34,0.7,3.4,3.471310992
6/30/2014,22.2,47,4,0,0,985.1,22.54,0.8,3.3,3.395585369
6/30/2014,21.63,61,4,0,0,985.8,21.94,0.1,3.4,3.40147027
6/30/2014,21.94,99,50,0,0.04,984.8,22.74,1.1,3.6,3.764306045
6/30/2014,22.45,99,88,22,5.42,984.7,22.94,0.6,2.7,2.765863337
6/30/2014,23.69,99,62,18,0.34,984.1,25.14,1.5,3.7,3.992492956
6/30/2014,24.43,91,76,0,0.14,982.8,28.54,0.9,4.7,4.785394446
6/30/2014,24.84,30,40,0,0.21,980.3,29.34,0.9,5.2,5.277309921
7/1/2014,25.65,22,14,0,0.02,977.6,28.54,-0.5,4.8,4.825971405
7/1/2014,23.23,99,0,0,0,977.6,26.64,1.2,6.1,6.216912417
7/1/2014,22.02,99,0,0,0,977.3,24.54,2.6,4.3,5.024937811
7/1/2014,22.8,99,4,1,0,977.8,24.64,1.7,4.1,4.438468204
7/1/2014,21.1,99,51,0,0.01,978.1,23.44,3.1,3.4,4.601086828
7/1/2014,21.45,93,1,0,0.01,980,22.74,3.7,0.4,3.721558813
7/1/2014,19.16,96,0,0,0,980.9,25.84,3.8,-0.3,3.811823711
7/1/2014,17.53,86,0,0,0,982,27.44,5.7,0.9,5.770615219
7/1/2014,18.38,96,4,23,0.07,980.9,26.84,4.9,1.8,5.220153254
7/2/2014,17.98,55,0,0,0,983.6,20.14,3.5,-0.1,3.50142828
7/2/2014,17.74,53,0,0,0,983.3,18.74,3.2,0.1,3.201562119
7/2/2014,16.1,27,0,0,0,984,17.54,3.3,-0.4,3.324154028
7/2/2014,16.79,25,0,0,0,983.9,17.14,2.9,-0.6,2.961418579
7/2/2014,14.68,0,6,0,0.05,987,19.64,3.8,-1.3,4.016217126
7/2/2014,14.69,0,44,0,0.18,988,20.64,3.8,-1.2,3.984971769
7/2/2014,14.5,0,51,0,0.31,988.1,20.44,4.5,-1.1,4.632493929
7/3/2014,13.73,0,3,0,0.06,988.5,17.94,4,-1.5,4.272001873
7/3/2014,12.93,0,1,0,0,990.3,13.74,2.8,-1.2,3.046309242
7/3/2014,13.31,0,17,0,0,990.1,13.74,2.7,-1.6,3.138470965
7/3/2014,14.32,0,34,0,0,989.3,14.54,2.7,-0.7,2.789265136
7/3/2014,14.38,0,71,1,0.13,989.6,14.84,2.7,-1.1,2.915475947
7/3/2014,13.35,0,83,1,0.23,991.7,14.14,0.2,-3.4,3.405877273
7/3/2014,11.9,0,40,0,0,993.2,17.34,-0.3,-2.6,2.617250466
7/3/2014,12.85,0,0,0,0,993.7,21.24,-0.3,-2.3,2.319482701
7/3/2014,14.11,0,0,0,0.02,993,22.54,0.7,-1.9,2.024845673
7/4/2014,16.34,0,0,0,0.06,993.5,20.84,0.9,-1.7,1.923538406
7/4/2014,13.6,0,0,0,0,995,15.34,0,-2.6,2.6
7/4/2014,12.58,0,0,0,0,995.9,13.24,-1.3,-1.3,1.838477631
7/4/2014,11.75,0,1,0,0,995.7,12.54,-0.5,-2.2,2.256102835
7/4/2014,10.66,0,0,0,0,996,11.34,-0.5,-1.6,1.676305461
7/4/2014,12.96,0,0,0,0,997.3,14.74,-0.7,-1.5,1.655294536
7/4/2014,14.35,0,0,0,0,998.2,20.94,-0.9,-1.1,1.42126704
7/4/2014,14.83,0,0,0,0,998.1,24.14,-0.9,-1,1.345362405
7/4/2014,15.1,0,0,0,0.06,996.3,24.34,-1,-0.6,1.166190379
7/5/2014,17.79,0,0,0,0.05,996.1,22.74,-1,-0.3,1.044030651
7/5/2014,13.28,0,0,0,0,997.2,16.24,-2.3,0,2.3
7/5/2014,13.24,0,0,0,0,997.6,14.44,-1.8,1,2.059126028
7/5/2014,13.48,10,0,0,0,997.2,14.54,-2.4,1,2.6
7/5/2014,12.72,38,0,0,0,997.8,13.54,-0.7,1.8,1.931320792
7/5/2014,13.81,98,0,0,0,997.5,15.34,-1.3,2.2,2.555386468
7/5/2014,15.45,84,0,0,0,996.9,21.34,-0.6,3.8,3.847076812
7/5/2014,14.94,80,0,0,0,995.4,24.14,-0.3,3.8,3.811823711
7/5/2014,15.63,96,0,0,0,993.5,24.44,0.2,3.1,3.106444913
7/6/2014,17.23,98,0,28,0,992.3,21.54,-0.8,2.3,2.435159132
7/6/2014,14.21,98,21,13,0,991.7,18.84,-1,3.1,3.257299495
7/6/2014,14.85,97,41,18,0,991.3,16.44,0.1,2.9,2.901723626
7/6/2014,12.88,70,11,1,0,990.5,16.84,0,3.6,3.6
7/6/2014,14.35,60,1,0,0.52,989.7,15.24,0.6,3.3,3.354101966
7/6/2014,15.17,84,1,0,0.97,987.8,16.14,0.4,3.3,3.324154028
7/6/2014,18.3,84,0,0,0.8,988.1,21.74,1.8,3.7,4.114608122
7/6/2014,20.01,74,0,0,1.04,986.4,26.84,2.4,4.9,5.456189146
7/6/2014,22.04,98,0,0,0,984.4,28.44,3.3,5,5.99082632
7/7/2014,23.43,94,0,0,0,983.3,26.64,1.4,3.5,3.769615365
7/7/2014,21.14,92,0,18,0,983,23.74,1.6,4.3,4.588027899
7/7/2014,20.81,58,0,0,0,982.6,21.74,2.8,3.6,4.5607017
7/7/2014,19.77,69,0,0,0,982.2,20.34,2.7,4.4,5.1623638
7/7/2014,20.13,99,0,60,0.42,981.5,20.44,2.5,3.6,4.3829214
7/7/2014,20.74,99,20,0,1.34,981.6,21.14,2.8,2.5,3.753664876
7/7/2014,22.55,58,88,0,0.17,981.7,23.74,3.4,0.8,3.492849839
7/7/2014,22.34,0,76,0,0.07,982.3,27.94,3.2,0.8,3.2984845
7/7/2014,21.51,0,1,0,0.01,981.4,29.34,3.2,0,3.2
7/8/2014,20.22,2,0,0,0,983.3,21.54,1.9,0.6,1.992485885
7/8/2014,19.99,100,0,0,0,982,21.54,1.6,1.6,2.2627417
7/8/2014,21.24,0,0,24,0,980.6,22.04,1.4,1.8,2.28035085
7/8/2014,21.03,70,0,1,6.08,979.3,21.44,2.2,1.8,2.842534081
7/8/2014,21.22,100,24,97,19.14,976.7,21.74,4.4,2.2,4.91934955
7/8/2014,20.53,99,42,1,0.08,979.9,23.34,3.4,-2.3,4.10487515
7/8/2014,18.27,62,0,0,0,981.7,25.64,4.9,-2.5,5.500909016
7/9/2014,19.21,0,0,0,0,983.3,22.74,3.1,-1.4,3.40147027
7/9/2014,17.03,0,0,0,0,985.4,18.24,2.5,-1.4,2.865309756
7/9/2014,16.17,0,0,0,0,985.2,16.84,2.8,-1.2,3.046309242
7/9/2014,15.93,0,0,0,0,985.7,16.44,2.6,-1.3,2.906888371
7/9/2014,15.47,0,0,0,0,985.3,15.84,2.6,-1.4,2.952964612
7/9/2014,15.72,0,0,0,0,986.7,16.64,2,-1.3,2.385372088
7/9/2014,16.37,0,0,0,0,988.2,22.24,1.9,-2.4,3.061045573
7/9/2014,15.73,0,0,0,0.02,988.8,24.54,2,-2.3,3.047950131
7/9/2014,16.45,0,47,0,0.04,988.3,24.64,2.1,-2.3,3.1144823
7/10/2014,18.3,0,7,0,0.02,989.1,22.34,0.6,-2,2.088061302
7/10/2014,15.1,0,0,0,0,991,16.34,-1,-1.8,2.059126028
7/10/2014,14.37,0,0,0,0,991,15.04,-1.5,-1.6,2.19317122
7/10/2014,13.5,0,0,0,0,991.2,14.54,-1.5,-1,1.802775638
7/10/2014,13.45,0,0,0,0,991.1,13.94,-1.8,-1.1,2.109502311
7/10/2014,14.22,0,0,0,0,993,15.14,-1.9,-0.7,2.024845673
7/10/2014,15.4,0,0,0,0,994.2,21.24,-2.3,-0.3,2.319482701
7/10/2014,15.22,0,0,0,0,993.4,23.94,-2.3,-0.3,2.319482701
7/10/2014,15.87,0,0,0,0,992.7,24.64,-1.7,-0.5,1.772004515
7/11/2014,17.41,0,0,0,0,992.6,21.94,-2.1,-0.5,2.158703314
7/11/2014,13.88,0,0,0,0,994.1,16.64,-3,0.2,3.006659276
7/11/2014,13.39,0,0,0,0,993.9,14.94,-2.4,0.8,2.529822128
7/11/2014,12.73,64,0,0,0,994.2,14.24,-2.4,0.8,2.529822128
7/11/2014,12.66,8,0,0,0,993.6,13.34,-1.9,1,2.147091055
7/11/2014,13.65,20,0,0,0,995,15.44,-1.5,0.8,1.7
7/11/2014,16.76,0,0,0,0,994.8,22.14,-2.1,1.3,2.469817807
7/11/2014,17.08,50,0,0,0,993.8,25.54,-1,2.6,2.785677655
7/11/2014,18.58,99,0,10,0,992.8,25.44,0,2.1,2.1
7/12/2014,20.46,99,0,54,0,991.9,24.24,-0.9,1.5,1.749285568
7/12/2014,17.44,88,0,1,0,993.1,20.34,-1.6,2.1,2.640075756
7/12/2014,17.08,85,0,94,0,992.3,19.34,-1.8,2.6,3.16227766
7/12/2014,17.48,98,0,1,0.77,992.8,18.64,-0.7,2.5,2.596150997
7/12/2014,16.79,48,4,83,1.43,991.7,17.84,0,3.4,3.4
7/12/2014,17.84,98,12,45,5.82,991.2,18.34,0.3,3.9,3.911521443
7/12/2014,21.15,98,12,94,2.08,991.2,22.04,1.8,3.3,3.758989226
7/12/2014,23.65,96,0,20,0.01,990.1,29.44,2.7,3.4,4.341658669
7/12/2014,23.96,94,0,0,0,988.6,30.84,3.6,2.6,4.440720662
7/13/2014,25.18,94,0,0,0,987.9,28.34,2,2.2,2.973213749
7/13/2014,22.66,55,0,1,0,987.8,24.64,2.1,3.1,3.744329045
7/13/2014,21.52,95,0,2,0,986.4,22.34,1.9,2.8,3.383784863
7/13/2014,21.19,89,0,1,1.56,987.3,21.94,2.4,1.4,2.778488798
7/13/2014,20.79,99,2,2,5.46,986.7,21.14,2.5,0.6,2.570992026
